File Path,Label
DeepFakeDetection/02_07__outside_talking_pan_laughing__O4SXNLRL.mp4,1
DeepFakeDetection/02_07__secret_conversation__0IYV5DQ5.mp4,1
DeepFakeDetection/02_07__walk_down_hall_angry__U7DEOZNV.mp4,1
DeepFakeDetection/02_07__walking_and_outside_surprised__1VMZUH1W.mp4,1
DeepFakeDetection/02_07__walking_down_street_outside_angry__O4SXNLRL.mp4,1
DeepFakeDetection/02_09__exit_phone_room__HIH8YA82.mp4,1
DeepFakeDetection/02_09__kitchen_pan__9TDCEK1Q.mp4,1
DeepFakeDetection/02_09__kitchen_pan__HIH8YA82.mp4,1
DeepFakeDetection/02_09__outside_talking_pan_laughing__6KUOFMZW.mp4,1
DeepFakeDetection/02_09__podium_speech_happy__9TDCEK1Q.mp4,1
DeepFakeDetection/02_09__talking_angry_couch__6KUOFMZW.mp4,1
DeepFakeDetection/02_09__walk_down_hall_angry__6KUOFMZW.mp4,1
DeepFakeDetection/02_09__walking_down_street_outside_angry__6KUOFMZW.mp4,1
DeepFakeDetection/02_11__meeting_serious__NZJ1YEWE.mp4,1
DeepFakeDetection/02_12__podium_speech_happy__9D2ZHEKW.mp4,1
DeepFakeDetection/02_12__walking_and_outside_surprised__9D2ZHEKW.mp4,1
DeepFakeDetection/02_13__exit_phone_room__CP5HFV3K.mp4,1
DeepFakeDetection/02_13__hugging_happy__PLNVLO74.mp4,1
DeepFakeDetection/02_13__kitchen_pan__2YSYT2N3.mp4,1
DeepFakeDetection/02_13__meeting_serious__CP5HFV3K.mp4,1
DeepFakeDetection/02_13__outside_talking_pan_laughing__2YSYT2N3.mp4,1
DeepFakeDetection/02_13__outside_talking_still_laughing__CP5HFV3K.mp4,1
DeepFakeDetection/02_13__podium_speech_happy__2YSYT2N3.mp4,1
DeepFakeDetection/02_13__secret_conversation__CP5HFV3K.mp4,1
DeepFakeDetection/02_13__secret_conversation__PLNVLO74.mp4,1
DeepFakeDetection/02_13__walking_and_outside_surprised__CP5HFV3K.mp4,1
DeepFakeDetection/02_14__outside_talking_pan_laughing__3IUBEKCT.mp4,1
DeepFakeDetection/02_15__exit_phone_room__I8G2LWD1.mp4,1
DeepFakeDetection/02_15__exit_phone_room__MZWH8ATN.mp4,1
DeepFakeDetection/02_15__hugging_happy__MZWH8ATN.mp4,1
DeepFakeDetection/02_15__hugging_happy__XNJIS4S3.mp4,1
DeepFakeDetection/02_15__kitchen_still__XNJIS4S3.mp4,1
DeepFakeDetection/02_15__meeting_serious__MZWH8ATN.mp4,1
DeepFakeDetection/02_15__outside_talking_pan_laughing__I8G2LWD1.mp4,1
DeepFakeDetection/02_15__outside_talking_pan_laughing__SB6PMCO0.mp4,1
DeepFakeDetection/02_15__podium_speech_happy__MZWH8ATN.mp4,1
DeepFakeDetection/02_15__secret_conversation__MZWH8ATN.mp4,1
DeepFakeDetection/02_15__talking_against_wall__HTG660F8.mp4,1
DeepFakeDetection/02_15__talking_angry_couch__HTG660F8.mp4,1
DeepFakeDetection/02_15__talking_angry_couch__I8G2LWD1.mp4,1
DeepFakeDetection/02_15__walk_down_hall_angry__TN2CWM3K.mp4,1
DeepFakeDetection/02_15__walking_and_outside_surprised__HTG660F8.mp4,1
DeepFakeDetection/02_15__walking_and_outside_surprised__I8G2LWD1.mp4,1
DeepFakeDetection/02_15__walking_and_outside_surprised__MZWH8ATN.mp4,1
DeepFakeDetection/02_15__walking_outside_cafe_disgusted__MZWH8ATN.mp4,1
DeepFakeDetection/02_18__exit_phone_room__OXMEEFUQ.mp4,1
DeepFakeDetection/02_18__outside_talking_pan_laughing__OXMEEFUQ.mp4,1
DeepFakeDetection/02_18__secret_conversation__B95S4G6F.mp4,1
DeepFakeDetection/02_18__walk_down_hall_angry__B95S4G6F.mp4,1
DeepFakeDetection/02_18__walking_down_street_outside_angry__21JTDDEL.mp4,1
DeepFakeDetection/02_21__kitchen_pan__Z0XHPQAR.mp4,1
DeepFakeDetection/02_21__talking_angry_couch__Z0XHPQAR.mp4,1
DeepFakeDetection/02_25__talking_against_wall__Z7FQ69VP.mp4,1
DeepFakeDetection/02_27__hugging_happy__GVFLSZD5.mp4,1
DeepFakeDetection/02_27__walk_down_hall_angry__78M8S6M6.mp4,1
DeepFakeDetection/02_27__walking_down_indoor_hall_disgust__YQX5Z8GN.mp4,1
DeepFakeDetection/02_27__walking_down_street_outside_angry__3L1MLH3D.mp4,1
DeepFakeDetection/03_01__meeting_serious__JZUXXFRB.mp4,1
DeepFakeDetection/03_01__outside_talking_still_laughing__JZUXXFRB.mp4,1
DeepFakeDetection/03_01__podium_speech_happy__JZUXXFRB.mp4,1
DeepFakeDetection/03_01__walking_and_outside_surprised__JZUXXFRB.mp4,1
DeepFakeDetection/03_02__secret_conversation__GYX5OFTD.mp4,1
DeepFakeDetection/03_04__outside_talking_pan_laughing__T04P6ELC.mp4,1
DeepFakeDetection/03_04__talking_angry_couch__T04P6ELC.mp4,1
DeepFakeDetection/03_06__exit_phone_room__1IXGY2FK.mp4,1
DeepFakeDetection/03_06__hugging_happy__2XWC5JED.mp4,1
DeepFakeDetection/03_06__meeting_serious__83ABVHC3.mp4,1
DeepFakeDetection/03_06__podium_speech_happy__83ABVHC3.mp4,1
DeepFakeDetection/03_07__exit_phone_room__6PHZRQ4H.mp4,1
DeepFakeDetection/03_07__hugging_happy__BKLOCI1M.mp4,1
DeepFakeDetection/03_07__kitchen_pan__WPT3Z2KN.mp4,1
DeepFakeDetection/03_07__talking_against_wall__PWXXULHR.mp4,1
DeepFakeDetection/03_07__walk_down_hall_angry__6PHZRQ4H.mp4,1
DeepFakeDetection/03_07__walk_down_hall_angry__IFSURI9X.mp4,1
DeepFakeDetection/03_07__walking_down_indoor_hall_disgust__PWXXULHR.mp4,1
DeepFakeDetection/03_07__walking_outside_cafe_disgusted__CDSNLDQ8.mp4,1
DeepFakeDetection/03_07__walking_outside_cafe_disgusted__IFSURI9X.mp4,1
DeepFakeDetection/03_07__walking_outside_cafe_disgusted__PWXXULHR.mp4,1
DeepFakeDetection/03_09__kitchen_pan__8DTEGQ54.mp4,1
DeepFakeDetection/03_09__outside_talking_still_laughing__RCETIXYL.mp4,1
DeepFakeDetection/03_09__secret_conversation__RCETIXYL.mp4,1
DeepFakeDetection/03_11__exit_phone_room__P08VGHTA.mp4,1
DeepFakeDetection/03_11__talking_against_wall__P08VGHTA.mp4,1
DeepFakeDetection/03_11__walk_down_hall_angry__P08VGHTA.mp4,1
DeepFakeDetection/03_13__exit_phone_room__GBYWJW06.mp4,1
DeepFakeDetection/03_13__kitchen_pan__GBYWJW06.mp4,1
DeepFakeDetection/03_13__meeting_serious__GBYWJW06.mp4,1
DeepFakeDetection/03_13__meeting_serious__T3MZOI8X.mp4,1
DeepFakeDetection/03_13__outside_talking_still_laughing__GBYWJW06.mp4,1
DeepFakeDetection/03_13__talking_against_wall__GBYWJW06.mp4,1
DeepFakeDetection/03_14__exit_phone_room__H0VQHGS3.mp4,1
DeepFakeDetection/03_14__meeting_serious__KJ221YN0.mp4,1
DeepFakeDetection/03_14__meeting_serious__PLCQJM81.mp4,1
DeepFakeDetection/03_14__podium_speech_happy__Q9NSXM88.mp4,1
DeepFakeDetection/03_14__talking_against_wall__ZC2KYASW.mp4,1
DeepFakeDetection/03_14__walk_down_hall_angry__P1L5PF4I.mp4,1
DeepFakeDetection/03_14__walking_down_indoor_hall_disgust__KJ221YN0.mp4,1
DeepFakeDetection/03_14__walking_down_street_outside_angry__H0VQHGS3.mp4,1
DeepFakeDetection/03_15__kitchen_pan__AIOM1U5V.mp4,1
DeepFakeDetection/03_15__kitchen_pan__DNUJD8M2.mp4,1
DeepFakeDetection/03_15__meeting_serious__DNUJD8M2.mp4,1
DeepFakeDetection/03_15__meeting_serious__OY4I7ZU8.mp4,1
DeepFakeDetection/03_15__outside_talking_pan_laughing__Y11NT1YX.mp4,1
DeepFakeDetection/03_15__outside_talking_still_laughing__DNUJD8M2.mp4,1
DeepFakeDetection/03_15__podium_speech_happy__DG8ITQO3.mp4,1
DeepFakeDetection/03_18__kitchen_pan__22UBC0BS.mp4,1
DeepFakeDetection/03_18__walking_and_outside_surprised__8HNSXOBW.mp4,1
DeepFakeDetection/03_18__walking_outside_cafe_disgusted__22UBC0BS.mp4,1
DeepFakeDetection/03_20__kitchen_still__Z6V05FXO.mp4,1
DeepFakeDetection/03_20__walk_down_hall_angry__61SVZ2J7.mp4,1
DeepFakeDetection/03_21__exit_phone_room__YCSEBZO4.mp4,1
DeepFakeDetection/03_21__kitchen_pan__YCSEBZO4.mp4,1
DeepFakeDetection/03_21__meeting_serious__V53E3RVB.mp4,1
DeepFakeDetection/03_21__secret_conversation__YCSEBZO4.mp4,1
DeepFakeDetection/03_26__kitchen_pan__WBSXBL82.mp4,1
DeepFakeDetection/03_26__kitchen_still__WBSXBL82.mp4,1
DeepFakeDetection/03_26__talking_against_wall__WBSXBL82.mp4,1
DeepFakeDetection/03_26__walk_down_hall_angry__WBSXBL82.mp4,1
DeepFakeDetection/03_27__walk_down_hall_angry__IL675GCI.mp4,1
DeepFakeDetection/03_27__walking_and_outside_surprised__KWGI1LSZ.mp4,1
DeepFakeDetection/03_27__walking_down_indoor_hall_disgust__IL675GCI.mp4,1
DeepFakeDetection/04_01__exit_phone_room__0XUW13RW.mp4,1
DeepFakeDetection/04_01__kitchen_pan__GBC7ZGDP.mp4,1
DeepFakeDetection/04_01__kitchen_still__6I623VU9.mp4,1
DeepFakeDetection/04_01__kitchen_still__GBC7ZGDP.mp4,1
DeepFakeDetection/04_01__outside_talking_still_laughing__0XUW13RW.mp4,1
DeepFakeDetection/04_01__outside_talking_still_laughing__6I623VU9.mp4,1
DeepFakeDetection/04_01__secret_conversation__6I623VU9.mp4,1
DeepFakeDetection/04_01__walk_down_hall_angry__GBC7ZGDP.mp4,1
DeepFakeDetection/04_01__walking_down_street_outside_angry__GBC7ZGDP.mp4,1
DeepFakeDetection/04_06__kitchen_still__ZK95PQDE.mp4,1
DeepFakeDetection/04_07__exit_phone_room__ITC0C48B.mp4,1
DeepFakeDetection/04_07__kitchen_pan__XRK7FGZX.mp4,1
DeepFakeDetection/04_07__outside_talking_still_laughing__QKCCFKBT.mp4,1
DeepFakeDetection/04_07__outside_talking_still_laughing__XRK7FGZX.mp4,1
DeepFakeDetection/04_12__walking_down_street_outside_angry__96TQKDFJ.mp4,1
DeepFakeDetection/04_13__podium_speech_happy__00T3UYOR.mp4,1
DeepFakeDetection/04_13__secret_conversation__00T3UYOR.mp4,1
DeepFakeDetection/04_13__walking_down_street_outside_angry__00T3UYOR.mp4,1
DeepFakeDetection/04_13__walking_outside_cafe_disgusted__00T3UYOR.mp4,1
DeepFakeDetection/04_18__kitchen_still__NAXINA1N.mp4,1
DeepFakeDetection/04_21__outside_talking_still_laughing__5Y31RZP8.mp4,1
DeepFakeDetection/04_21__talking_angry_couch__5Y31RZP8.mp4,1
DeepFakeDetection/04_21__walking_down_street_outside_angry__5Y31RZP8.mp4,1
DeepFakeDetection/04_26__kitchen_pan__MS2MLJP1.mp4,1
DeepFakeDetection/04_26__outside_talking_pan_laughing__WX836VLY.mp4,1
DeepFakeDetection/04_26__outside_talking_still_laughing__WX836VLY.mp4,1
DeepFakeDetection/04_26__walking_outside_cafe_disgusted__MS2MLJP1.mp4,1
DeepFakeDetection/04_27__walking_outside_cafe_disgusted__2CCI2ND1.mp4,1
DeepFakeDetection/05_08__exit_phone_room__YN1Q9TER.mp4,1
DeepFakeDetection/05_08__talking_against_wall__PRBCE28Z.mp4,1
DeepFakeDetection/05_16__exit_phone_room__B62WCGUN.mp4,1
DeepFakeDetection/05_16__kitchen_still__053HPS1G.mp4,1
DeepFakeDetection/05_16__kitchen_still__B62WCGUN.mp4,1
DeepFakeDetection/05_16__walk_down_hall_angry__OSXCUOHX.mp4,1
DeepFakeDetection/05_16__walk_down_hall_angry__U9WZI5LK.mp4,1
DeepFakeDetection/05_16__walking_down_street_outside_angry__OSXCUOHX.mp4,1
DeepFakeDetection/05_17__hugging_happy__YTJYYDO9.mp4,1
DeepFakeDetection/05_17__walking_down_street_outside_angry__M3H96PDQ.mp4,1
DeepFakeDetection/05_17__walking_outside_cafe_disgusted__C4VHXZFY.mp4,1
DeepFakeDetection/05_28__exit_phone_room__U9LRLJ6N.mp4,1
DeepFakeDetection/05_28__hugging_happy__VR9127O1.mp4,1
DeepFakeDetection/05_28__kitchen_still__W3J028UG.mp4,1
DeepFakeDetection/05_28__walking_outside_cafe_disgusted__2DK5X0Y0.mp4,1
DeepFakeDetection/06_02__podium_speech_happy__N8OSN8P6.mp4,1
DeepFakeDetection/06_02__walk_down_hall_angry__37DH75GQ.mp4,1
DeepFakeDetection/06_02__walking_down_indoor_hall_disgust__GH8TGTBS.mp4,1
DeepFakeDetection/06_03__talking_against_wall__4I8LRXWF.mp4,1
DeepFakeDetection/06_04__outside_talking_still_laughing__ZK95PQDE.mp4,1
DeepFakeDetection/06_04__walking_outside_cafe_disgusted__ZK95PQDE.mp4,1
DeepFakeDetection/06_07__exit_phone_room__NMGYPBXE.mp4,1
DeepFakeDetection/06_07__kitchen_pan__NMGYPBXE.mp4,1
DeepFakeDetection/06_07__outside_talking_pan_laughing__NMGYPBXE.mp4,1
DeepFakeDetection/06_07__talking_against_wall__NMGYPBXE.mp4,1
DeepFakeDetection/06_07__walking_down_street_outside_angry__NMGYPBXE.mp4,1
DeepFakeDetection/06_07__walking_outside_cafe_disgusted__NMGYPBXE.mp4,1
DeepFakeDetection/06_11__kitchen_still__C8C4FW99.mp4,1
DeepFakeDetection/06_11__walking_and_outside_surprised__C8C4FW99.mp4,1
DeepFakeDetection/06_11__walking_outside_cafe_disgusted__MX659QU8.mp4,1
DeepFakeDetection/06_12__outside_talking_pan_laughing__3K21NFNM.mp4,1
DeepFakeDetection/06_12__outside_talking_still_laughing__3K21NFNM.mp4,1
DeepFakeDetection/06_12__podium_speech_happy__0VR4Y891.mp4,1
DeepFakeDetection/06_12__podium_speech_happy__3K21NFNM.mp4,1
DeepFakeDetection/06_12__walking_and_outside_surprised__3K21NFNM.mp4,1
DeepFakeDetection/06_14__outside_talking_pan_laughing__8U9ULZDT.mp4,1
DeepFakeDetection/06_14__walking_and_outside_surprised__8U9ULZDT.mp4,1
DeepFakeDetection/06_14__walking_down_indoor_hall_disgust__8U9ULZDT.mp4,1
DeepFakeDetection/06_15__exit_phone_room__QRCD27P8.mp4,1
DeepFakeDetection/06_15__kitchen_pan__E98QYYXO.mp4,1
DeepFakeDetection/06_15__kitchen_still__QRCD27P8.mp4,1
DeepFakeDetection/06_15__outside_talking_still_laughing__E98QYYXO.mp4,1
DeepFakeDetection/06_15__outside_talking_still_laughing__QRCD27P8.mp4,1
DeepFakeDetection/06_15__walking_and_outside_surprised__QRCD27P8.mp4,1
DeepFakeDetection/06_15__walking_down_indoor_hall_disgust__QRCD27P8.mp4,1
DeepFakeDetection/06_18__kitchen_still__XJ76YU5A.mp4,1
DeepFakeDetection/06_18__outside_talking_pan_laughing__DEA1TCLN.mp4,1
DeepFakeDetection/06_18__outside_talking_still_laughing__M36D0OJT.mp4,1
DeepFakeDetection/06_18__podium_speech_happy__5HNHMK6G.mp4,1
DeepFakeDetection/06_18__podium_speech_happy__DEA1TCLN.mp4,1
DeepFakeDetection/06_18__talking_angry_couch__DEA1TCLN.mp4,1
DeepFakeDetection/06_18__walk_down_hall_angry__LH0KWJKM.mp4,1
DeepFakeDetection/06_18__walking_down_indoor_hall_disgust__DEA1TCLN.mp4,1
DeepFakeDetection/06_18__walking_down_street_outside_angry__MVXBDKGB.mp4,1
DeepFakeDetection/06_20__kitchen_pan__6SUW7063.mp4,1
DeepFakeDetection/06_25__outside_talking_pan_laughing__MI9BDQ7M.mp4,1
DeepFakeDetection/06_25__talking_angry_couch__MI9BDQ7M.mp4,1
DeepFakeDetection/06_25__walking_and_outside_surprised__MI9BDQ7M.mp4,1
DeepFakeDetection/06_26__kitchen_pan__L5BVR5L9.mp4,1
DeepFakeDetection/06_26__kitchen_still__L5BVR5L9.mp4,1
DeepFakeDetection/06_26__talking_against_wall__L5BVR5L9.mp4,1
DeepFakeDetection/06_26__talking_angry_couch__L5BVR5L9.mp4,1
DeepFakeDetection/06_27__outside_talking_still_laughing__SZWVBWY4.mp4,1
DeepFakeDetection/06_27__talking_angry_couch__JOG5PB18.mp4,1
DeepFakeDetection/06_27__walking_and_outside_surprised__O7L5Z9U8.mp4,1
DeepFakeDetection/06_27__walking_and_outside_surprised__SZWVBWY4.mp4,1
DeepFakeDetection/06_27__walking_outside_cafe_disgusted__VN14WY2N.mp4,1
DeepFakeDetection/07_02__exit_phone_room__1KPVZAAP.mp4,1
DeepFakeDetection/07_02__hugging_happy__O4SXNLRL.mp4,1
DeepFakeDetection/07_02__kitchen_pan__O4SXNLRL.mp4,1
DeepFakeDetection/07_02__talking_against_wall__34PVT42V.mp4,1
DeepFakeDetection/07_02__talking_angry_couch__1H07DFQJ.mp4,1
DeepFakeDetection/07_02__walk_down_hall_angry__O4SXNLRL.mp4,1
DeepFakeDetection/07_02__walking_down_street_outside_angry__O4SXNLRL.mp4,1
DeepFakeDetection/07_03__hugging_happy__7NGMD8FT.mp4,1
DeepFakeDetection/07_03__hugging_happy__WPT3Z2KN.mp4,1
DeepFakeDetection/07_03__kitchen_pan__WPT3Z2KN.mp4,1
DeepFakeDetection/07_03__outside_talking_pan_laughing__6PHZRQ4H.mp4,1
DeepFakeDetection/07_03__outside_talking_pan_laughing__IFSURI9X.mp4,1
DeepFakeDetection/07_03__outside_talking_still_laughing__IFSURI9X.mp4,1
DeepFakeDetection/07_03__podium_speech_happy__6PHZRQ4H.mp4,1
DeepFakeDetection/07_03__secret_conversation__IFSURI9X.mp4,1
DeepFakeDetection/07_03__talking_against_wall__IFSURI9X.mp4,1
DeepFakeDetection/07_03__talking_angry_couch__WPT3Z2KN.mp4,1
DeepFakeDetection/07_03__walk_down_hall_angry__W3MXGEU9.mp4,1
DeepFakeDetection/07_03__walking_outside_cafe_disgusted__F0YYEA5W.mp4,1
DeepFakeDetection/07_04__exit_phone_room__QKCCFKBT.mp4,1
DeepFakeDetection/07_04__kitchen_pan__XRK7FGZX.mp4,1
DeepFakeDetection/07_04__kitchen_still__M2NBCLFR.mp4,1
DeepFakeDetection/07_04__outside_talking_still_laughing__XRK7FGZX.mp4,1
DeepFakeDetection/07_06__kitchen_pan__NMGYPBXE.mp4,1
DeepFakeDetection/07_06__outside_talking_still_laughing__NMGYPBXE.mp4,1
DeepFakeDetection/07_06__walking_down_street_outside_angry__NMGYPBXE.mp4,1
DeepFakeDetection/07_09__outside_talking_still_laughing__N9CWME71.mp4,1
DeepFakeDetection/07_09__secret_conversation__N9CWME71.mp4,1
DeepFakeDetection/07_09__walk_down_hall_angry__N9CWME71.mp4,1
DeepFakeDetection/07_12__outside_talking_pan_laughing__0VN0A2T3.mp4,1
DeepFakeDetection/07_12__outside_talking_still_laughing__0VN0A2T3.mp4,1
DeepFakeDetection/07_12__talking_against_wall__0VN0A2T3.mp4,1
DeepFakeDetection/07_13__walking_outside_cafe_disgusted__RVQCPCJF.mp4,1
DeepFakeDetection/07_14__exit_phone_room__P9QFO50U.mp4,1
DeepFakeDetection/07_14__outside_talking_pan_laughing__P9QFO50U.mp4,1
DeepFakeDetection/07_14__podium_speech_happy__VOX29AK0.mp4,1
DeepFakeDetection/07_14__talking_against_wall__P9QFO50U.mp4,1
DeepFakeDetection/07_14__walking_down_street_outside_angry__VOX29AK0.mp4,1
DeepFakeDetection/07_15__hugging_happy__9Z2MLKVX.mp4,1
DeepFakeDetection/07_15__outside_talking_still_laughing__KM6M2TBT.mp4,1
DeepFakeDetection/07_15__walking_down_street_outside_angry__NYPO7U50.mp4,1
DeepFakeDetection/07_20__outside_talking_pan_laughing__KV6Q7D6C.mp4,1
DeepFakeDetection/07_20__talking_against_wall__KV6Q7D6C.mp4,1
DeepFakeDetection/07_21__exit_phone_room__K7KXUHMU.mp4,1
DeepFakeDetection/07_21__outside_talking_still_laughing__K7KXUHMU.mp4,1
DeepFakeDetection/07_21__secret_conversation__CRGVSDBI.mp4,1
DeepFakeDetection/07_21__talking_against_wall__MKU99DVX.mp4,1
DeepFakeDetection/07_21__walking_down_street_outside_angry__K7KXUHMU.mp4,1
DeepFakeDetection/07_25__exit_phone_room__IKMKYKPG.mp4,1
DeepFakeDetection/07_25__walk_down_hall_angry__PAE9HCA8.mp4,1
DeepFakeDetection/07_25__walking_down_street_outside_angry__IKMKYKPG.mp4,1
DeepFakeDetection/07_26__walk_down_hall_angry__FGNGC2GT.mp4,1
DeepFakeDetection/07_26__walking_down_street_outside_angry__FGNGC2GT.mp4,1
DeepFakeDetection/07_27__walking_down_street_outside_angry__3RH5PR6S.mp4,1
DeepFakeDetection/08_05__kitchen_still__LVIZ2X8P.mp4,1
DeepFakeDetection/08_05__walk_down_hall_angry__FBICSP2C.mp4,1
DeepFakeDetection/08_05__walk_down_hall_angry__PRBCE28Z.mp4,1
DeepFakeDetection/08_16__podium_speech_happy__8Q7JCS95.mp4,1
DeepFakeDetection/08_16__talking_against_wall__8Q7JCS95.mp4,1
DeepFakeDetection/08_17__kitchen_pan__JZYRLJ8T.mp4,1
DeepFakeDetection/08_17__kitchen_still__ZCEYWYTC.mp4,1
DeepFakeDetection/08_17__walk_down_hall_angry__QOX5NWIJ.mp4,1
DeepFakeDetection/08_28__kitchen_pan__LVT0XNQG.mp4,1
DeepFakeDetection/08_28__outside_talking_pan_laughing__8BC35RFU.mp4,1
DeepFakeDetection/08_28__outside_talking_still_laughing__8BC35RFU.mp4,1
DeepFakeDetection/09_01__talking_against_wall__O8HNNX43.mp4,1
DeepFakeDetection/09_01__walk_down_hall_angry__6TSGVLHA.mp4,1
DeepFakeDetection/09_02__exit_phone_room__6KUOFMZW.mp4,1
DeepFakeDetection/09_02__walk_down_hall_angry__6KUOFMZW.mp4,1
DeepFakeDetection/09_02__walking_down_street_outside_angry__6KUOFMZW.mp4,1
DeepFakeDetection/09_02__walking_down_street_outside_angry__9TDCEK1Q.mp4,1
DeepFakeDetection/09_03__kitchen_pan__8DTEGQ54.mp4,1
DeepFakeDetection/09_03__talking_against_wall__8DTEGQ54.mp4,1
DeepFakeDetection/09_03__talking_angry_couch__RCETIXYL.mp4,1
DeepFakeDetection/09_07__kitchen_pan__N9CWME71.mp4,1
DeepFakeDetection/09_11__talking_against_wall__INNOT5UE.mp4,1
DeepFakeDetection/09_13__exit_phone_room__YP7MGDQ6.mp4,1
DeepFakeDetection/09_13__kitchen_pan__21H6XSPE.mp4,1
DeepFakeDetection/09_13__outside_talking_pan_laughing__6K90KFOQ.mp4,1
DeepFakeDetection/09_13__outside_talking_pan_laughing__LPT427RY.mp4,1
DeepFakeDetection/09_13__outside_talking_still_laughing__NDMHWBT1.mp4,1
DeepFakeDetection/09_13__walk_down_hall_angry__BVZGDFD8.mp4,1
